리뷰,별점
맛은 지점마다 다르다고하는데 그냥 쏘쏘 똑같아요치킨무추가해서 500 원결제했는데 무가하나만왔어요 무좋아하는데 500 원때문에 다시 전화하기도 그렇고 해서 그냥 먹었어요 주문내역 조금만더 신경 써주세요,2
참숮데리바베큐 살짝 매운데 중독성이 강해요,5
맛있어요 갑자기 비가 와서 비 맞으면서 오셨더라구요 정말 감사합니다,5
질리지않는 훌라라는 진리,5
세명이서 배부르게 다 먹었어요 소금구이에 전화로 소스 추가해서 먹었습니다 너무 맛있게 먹었고 치즈볼이 입맛에 딱 맞더라구요 떡볶이는 맛이 특이했는데 소스가 원래 그런지 소독약 맛이 나서 처음에는 상한 줄 알았어요 사실 떡 추가인 줄 알고 시켰는데 떡볶이더라구요 따로 준비한 양배추랑 같이 먹었습니다 만족스럽게 먹었어요 사장님 감사합니다 소금구이 강추,5
맛있게 잘먹었습니다,5
훌랄라 언제먹어도 맛있음,5
맛있었는데 고기가 좀 뻑뻑했네요 숯불이라서 그런듯,4
맛있어요 특히 블랙라벨 맛있네요,5
서비스가 굿이에요 그런데 너무 딱딱해요,5
홍합 세개가 이쁘게 올려져 잇엇는데 허겁지겁 먹다 찍엇네여 너무 맛잇어여,5
괜찮았어요 잘 먹었네요,5
좀더 부드러웠으면 좋았겠다,4
맛있게 잘먹었습니다,5
맛 괜찮은데 닭가슴살이 너무 많다고 생각되는건 기분 탓이겠죠,4
치킨 담아져 있는 용기가 너무 불편해요 동네마다 틀린것 같네요 양배추에 케찹 마요네즈 샐러드가 아닌 콘샐러드 가 왔어요 근데 콘샐러드도 그냥 마요네즈에 버무려서 별로,4
맛있게 잘먹었습니다,5
맛있습니다훌랄라 언제나 맛있어요,5
맛있어요 진짜 존맛탱,5
감사합니다 잘먹었습니다,4
양도 넉넉하니 좋습 다,5
훌랄라 존맛입니다강추,5
맛있게 잘 먹었습니다,4
맛있어요 요청사항도 잘 지켜주시고 배달도 빨랐고 따뜻하고 맛있게 왔어요 또 시키겠습니다,5
먹다가 찍었네요 언제나 맛있는 바베큐예요 밥이랑 소스도 싹싹 비벼 먹었어요,5
맛있게 잘 먹었습니다,5
진짜 웬만하면 먹는데 못먹겠네요말라비틀어져서 딱딱하게 굳은닭을어떻게 팔죠 양심이 없으신거 같아요후기 보니까 종종 비슷한 닭으로 배달 받으신 분들있는것 같은데 이렇게 장사하지 마세요닭육포도 아니고 딱딱해서 먹을 수가 없어요,1
맛있고배달빠르고친절해요,5
빨리받았네요잘먹었습니다,5
맛있어요 잘먹었습니다,5
맛있어요 떡도 있어서 먹는재미가있네요 서비스 단무지 감사합니다 자주 먹을거같네요,5
좋아하는 숯불치킨 양념도 넘맛나고 마늘치킨도 맛있고 예상시간에 와서좋았어요,5
기름에 튀기지않아서 부담없이먹긴좋아요데리인데 생각보다 매워요 배달빨라요,5
맛있어요 간만에 먹는 훌랄라,5
최악 두시간 기다림 취소 안됨 미리 연락도 없음 사장인지 직원인지 여자아주머니 직원한테하는건지 나한테 하는건지 반말 찍찍,1
숯불바베큐매콤하양념에맛있었어요,4
훌랄라 치킨 너무 맛있어요,5
잘 먹었습니다 맛있엉,4
진짜양이너무너무너무너무너무너무작어요 가격은 2 만 6 천원이넘는데완전 1 인분양이더라구요,1
제입맛엔 별루에요,1
맛있게 잘먹었어요,5
늦은 시간에 시켰는데 비 와서 배달대행업체가 안 온다고 해서 사장님이 직접 와주셨어요 너무 죄송하고 감사했습니다 양이 좀 적긴 했어요 바베큐 드시고 싶은 분은 소금구이 시키시는 게 맛있게 드실 수 있을 것 같아요,5
양은 너무 적지만 맛있어요 서비스로 주신 양념감자도 잘먹었습니당,4
정말 따뜻하고 맛있어요 앞으로 자주 애용할거같아요,5
나중에 밥도 비벼먹어도 되겟어염 맛잇어영,4
친구가 훌랄라 다른데서 알바해서 알게되쓴데 넘 맛잇어염,4
맛있게 잘 먹었습니다,5
맛은좋은데 배달이 너무 늦어 라면이 팅팅 겨울도 아니고 뭉쳐서 떨어지지않아 라면은 버렸네요배달만 빨랐음 더 맛있게먹었을텐데 아쉽네요,3
와 양이,4
여기서 두번 먹었는데 맛있어여 그리고 원래 훌랄라치킨 좋아라해여,4
소스 매움 된장,1
정말 최고다 구여 고마워요,5
물도만고 숯불의느낌이하나도없어요,1
맛있어요 자주 시켜 먹어요,5
너무 치킨이 오래된것처럼 딱딱하게 왔습니다 대부분 가슴살이었고 맛이 별로에요,1
생맥쥬랑 같이 배달시켰는데 맛있었어요 특히 떡을 진짜많이주셔서 깜놀했어요 적당히 매콤했어요굿굿 제 고양이 보세욥,5
늦은새벽시간이라그냥 지나갔었는데요 닭이다 타서 씹히는데탄부분은씹히지도않고 껌을씹는건지,2
마니 매웠지만 맛있어요,4
반도 못먹고 버렸어요 어제 재고를 데워서 배달 했나요 많이 식은건 괜찮지만 딱딱하게 굳어서 맛이 없어요,1
절대 먹지 마시길 처음으로 닭 먹고 버렷음,1
맛은 있는데 가격이 너무 비싸요,5
맛있게 잘먹었습니다,5
맛남,5
배달은 정말 빨리 친절하게 왔어요양념도 맛났는데 닭이 너무 딱딱해서 결국 다 못먹었네요다음엔 야들야들한 닭살 바베큐 기대해볼께요,3
맛있어서 자주시켜먹어요,5
그냥 무난합니다,3
맛잇고 배달이빨리돼서좋았어요,4
맛있게잘먹었습니다,4
갈릭정말 쒯이네요,1
많이맵진 않고 맛있어요사리를 매운맛에 넣어먹고싶었는데그냥 알아서 배달되서 좀,3
일단 다리살이든 뭐든 다 뻑뻑했어요 늦은새벽 시간이였고 해서 따로 전화로 말하진 않았지만 다리 하나 가슴살 하나먹고 집에있는 육포에다 남은술 먹었네요 냄새도 좀 났었고 전그랬네요,2
튀긴 치킨만 먹어와서 그런지 참숯바베큐 시켰는데 기름기가 쫙 빠져서 그런지 허벅지살도 좀 뻑뻑한감이 있네요 바베큐를 안즐겨서 그런듯 아직은 기름기많은 닭이 좋은가봐요아무래도 취향문제인것 같아서 점수는 제대로 남겨요 그래도 맛있게 먹었습니다,5
배달도 빠르고 맛있어요,5
바베큐맛이 땡길땐 언제나 훌랄라,4
,5
배달도 빠르고 맛있어요,5
양념이 다른데랑 좀 달라요맛있어요 늦은밤신라이랑 아주 잘먹었어요,4
늦은시간에 주문했는데 아주 잘먹었어요 양념이 맛나네요 다른곳이랑 쫌다름넘 달지안코 좋아요,4
맛있어요,5
배달은 정확하게 와서 좋았습니다,3
역시 맛있습니다,5
배달하는분 참 시크하네요 목소리도 못들었습니다,3
진짜맛있어요 그런데 치킨보다 떡이 너무 많아서 나중엔 떡만남네요,4
요기요를 통해 자주는 아니지만 적지않게 치킨이나 다른 음식들을 주문해먹곤 합니다 할인 쿠폰또한 유용하게 쓰고 있습니다 이날은 가정에서 모임이 있어서 다른 음식과 같이 훌라라 치킨을 먹고 켰습니다 한 50 분쯤 걸렸을까요 도착하고 치킨을 열어봤습니다 저는 후라이드를 시켰는데 간장치킨처럼 아주 시커먼게 온겁니다 해서 그냠 먹으려고 했는데 오래된 기름을 사용 했는지 도저히 먹을수가 없더군요 또 치킨에서 냄새까지 나더라고요 전화해서 얘기했더니 불친절하게 응대를 해더라고요 다시는 이곳에서는 안시켜 먹을 랍니다 이업체 아주 나뻐요,1
훌랄라 치킨이 이렇게 배달 되나요 훌랄라치킨 고객센터에 문의 해봐야겠습니다 앞으로 이쪽에서 주문할 일은 없을 것 같습니다,1
혼자 먹는거라 양은 뭐 부족하지 않아요 저번에는 좀 딱딱하고 식었는데 이번에는 괜찮았어요,5
늦은시간에 주문해서 그런지 떡에는 양념이 잘 베이진 않아서 아쉽긴 한게 이전 리뷰들 처럼 비리거나 맛이 없거나 그러진 않은듯 나름 맛있음 적당히 매콤하고 비리지도 않음,3
사진은 없지만 새벽 3 시에 늦게 주문햇지만 배달직원분이 친절하시네용 맛도 맛있구용 번창하세욥,5
치킨 무도 상하고 닭도 영계닭 우동사리는 무슨 익지도 않은 짬뽕면인줄 알았네요 다른지점은 야채도 있는데 여긴 돈을 날로드시네요요기요 주문중에 진짜 실망이네요요기요 관리자는 고객들 댓글도 안보나보네요담당자 이글 보고 연락안하시면 블로그 및 에 다 유포할겁니다 부끄러운줄 아세요 업체관리도안하고 광고만 하면 끝인가요 어찌됬든 담당자 연락하세요,1
맛있어요,4
한시간이넘도록안오네요,1
진짜 대박맛있금 고구마떡 참숯 대박 댓글첨써보는데 여기는 망하면안됨 진짜맛있음,5
처음먹어봤는데 참숯바베큐로 먹어본치킨중에 제일작네요 참 닭다리가 봉인줄 치킨사이즈 고려하시는분들잘보고시키세요,1
빠르고 친절 강츄,5
그냥 그래요,2
양도 적고 맛있는지도 모르겠고 시간은 겁나오래 걸리네요,2
핫 바베큔데 하나도 안매워서 잘못 온줄 알았어요 매운거 좋아하시는 분들은 맵게 부탁 하셔야 할거 같아요,3
맛있게 먹었습다 무난하게 좋아요,4
닭 맛있게 먹었습니다 하지만 떡이 조금 아쉬웠어요 잘 먹었었습니다,4
맛있어요,5
약간비려요 양념은 괜찮은데 고기서비린내가나니기본이안되있죠 참고하셨으면 좋겠어요 다른점하도달라요 평점이좀낮은이유기있는각같아요,3
맛있어요,5
타지점에비해 맛이좀,3
핫 바베큐 얼큰하고 맛있어요 오랬만에 땀 흘리며 먹었네요,5
양념 촉촉히 달라고 주문했더니 그렇게 왔고 매운맛 참숯바베큐맛 그대로 이 지점 친절하시고 맛있어요 우린 단골입니다,4
무난합니다,4
완전 맛없음 비닐봉투만 훌랄라,5
애정하는바베큐치킨바베큐치킨은훌랄라죠 이번엔땡초먹어봤는데요매운걸좋아하는제겐덜맵더라고요그래두맛있게잘먹었습니다많이파세요,5
이 부러지는줄 평점 낮은 이유가 있었군,1
포장도완전깔끔하고 맛도좋고 담에또시켜야겠어요만족만족 대만족,5
닭에서 냄새납니다,1
양 너무 심각하게 적어요,1
맛있네요 구워서그런지 불맛도나고,4
소스의향의너무강한거같습니다,3
맛은 굿입니다 근데 배달하시는분이 불친절 하다는거맛은 아주 맛있습니다,3
맛있었음굿,4
빠르고 편한서비스 엄청 괞찮네요 자주 이용 할께요,5
배달빠르고 맛있었어요,4
배달빠르고맛있어요,5
맛있고 배달도빨랐어용,4
그냥 그냥,2
맛있어요 감사합니다,5
날씨가 아무리 추워도 이렇게 차가운 배달음식을 먹어본적이없네요,1
맛괸찬음,5
굿,3
,5
장확히 한시간오분만에 왔네요 아 장난하나 밤 열두시에 가져다주면 어떡하나요 전화라도 쥬든가 주문 안들어간줄,1
스모크 바베큐시켰는데이건 무슨 기름 바베큔가요식용유에 담궈먹는 기분이예요 아니 시식도 안해봅니까 웬만한 치킨은 걍 먹는 편인데이건 정말 아니예요,1
배달은 빠름 25 분정도후라이드 시켯는데 맛은 보통 냉동닭 쓰는거같음,3
후라이드 양념 반반 시켰는데 맛과 양 배달속도 모두 만족임다 마니 파세요,4
나름 괜찮은데 배달이 늦네요,4
맛있네요 배달은 좀 오래걸렸지만,4
굳,5
주문완료뜨고 40 분 문자왔는데 1 시간지나서도 안오네요,1
치즈떡바베큐 매운맛 처음시켯는데 맛잇엇어요 가슴살부분은 조금 퍽퍽 소스찍어서 먹으면 굿,5
아 졸라 매움 속이 타들어가요 사람 먹을 음식이 못됨 아 속 쓰려 제길 다신 안 먹어,1
간장시켜먹었는데 마늘맛이좀나고 및,5
맛있어요댓글알바아닙니다바삭바삭,5
예상 시간에 맞추어 배달 해주셨고 맛 또한 괜찮았습니다후회하진 않을거예묘,5
맛잇게머금,4
맛있게 잘 먹었습니다,5
고추치킨 잘 하는 집,5
너무 맛있게먹었어요 고추가 조금 더 매콤했으면 더 좋아 을꼬 같아요,5
잘 먹었습니다,5
잘 먹었습니다,5
맛있게 잘 먹었어요 감사합니다,5
맛있어요 고추가 신의 한수,5
맛있어영 굿굿굿,5
정말 맛있습니다 튀김 바삭하고 치킨 살도 부드럽고 따듯한 치킨 정말 맛있네요,5
고추치킨 진짜 맛있습니다,5
장군집은 진리입니다,5
진짜 맛있네요 맛있게 잘 먹었습니다 갈비가 안 질기고 먹기 좋아요,5
항상 맛있는데 어젠 진한 느낌이 덜했어요 그래도 맛난 저녁 먹었슴다,5
와우 정말 어메이징한 맛이네요 갈비찜은 달달하고 떡도 쫀득하고 밑반찬도 맛있고 요구사항도 잘 들어주셔서감사합니다 먹어본것 중에 최고,5
급하게 먹느라 사진을 못찍었어요 진짜 너무너무 맛있어요 딱 원하던 맛 소분포장 되는것도 너무 좋아용,5
제육은 처음 시켜서 먹었는데 역시 너무 맛있었네요 받자마자 허겁지겁 먹어서 사진을 못찍엇네요 그리고 제육은 따로 소분요청 안해도 되는걸 몰랐네요 항상 김치찜만 시켜서 먹어서 소분요청 했는데 다음에 제육시킬때는 소분요청 하지말고 시켜야겠어요,5
여기 계란찜은 필수입니다 서비스로 꽃빵 굿 물티슈까지 챙겨주시니 저잘로 단골이 되버리네요 잘먹었습니다,5
역시 대만족입니다,5
소분하니 여러끼 먹고 정말 좋으네요완전 맛나고 또 먹고 싶은 맛입니다강추강추,5
자꾸 시켜먹게되네요 여전히 맛있습니다 양도 푸짐하고 덕분에 맛나게 먹었습니다,5
양도많고매운맛도적당했습니다 국물에김가루뿌려서비빈밥한숟갈에큼직한고기한덩어리얹어서먹으니행복했어요 담에는조금더매운맛에도전해봐야겠네요 번창하시길,5
너무 짜요 김치 씻어먹음,5
맛있게 잘 먹었습니다,5
하 너무 맛있어요감사합니다,5
갈비찜 진짜 맛나요환불 받을 생각 1 도 없게 해주는 정말 행복을 주는 갈비찜입니다장군님 부자 되셔요,5
난 김치를 먹었는데 치즈를 먹은줄 알았다 어머 녹아버렸네 난 버섯을 먹었는데 심마니가 된줄 알았다 이게 자연의 향인가 난 고기를 먹었는데 할말이 없었다 내가 가진 표현력이 부족한가 난 떡을 먹었는데 백년전통 떡집인줄 알았다 쪼올깃 쪼올깃 김치찜집이맞나 난 김치찜을 먹었는데 살아있음에 감사함을 느꼈다 아직 안 먹어본 사람이 있는가 안쓰럽다 얼른 시켜먹길 김치찜소스랑 밥이랑 김이랑 비벼먹으면 식후감,5
